castFemalePercentage,crewFemalePercentage,budget,revenue,revenueRatio,vote_average,vote_count,runtime,releaseYear,releaseTimeOfYear,original_language,popularity
33.3,45.5,47000000,12379402.0,0.2633915319,5.7,77.0,104.0,1996,0.1448,en,12.866139
25.0,12.5,14000000,19800000.0,1.4142857143,4.5,113.0,100.0,1995,0.8164,en,9.071127
44.4,28.6,0,0.0,-1,6.6,103.0,112.0,1996,0.1066,en,4.670562
7.1,0.0,50000000,150270147.0,3.00540294,5.7,459.0,108.0,1996,0.1066,en,14.957626
33.3,14.3,0,0.0,-1,7.5,6.0,99.0,1995,0.9151,en,0.513391
8.3,0.0,3000000,0.0,-1,7.9,695.0,98.0,1995,0.411,fr,12.108196
26.7,0.0,0,0.0,-1,5.6,13.0,105.0,1994,0.9288,en,2.657647
33.3,0.0,0,0.0,-1,6.8,4.0,106.0,1995,0.9863,en,0.638211
14.3,0.0,0,0.0,-1,6.0,67.0,111.0,1996,0.1257,en,4.807223
16.7,18.8,7000000,560069.0,0.0800098571,6.8,285.0,91.0,1996,0.1393,en,6.904831
62.5,0.0,0,0.0,-1,3.3,16.0,96.0,1996,0.1257,en,3.329264
37.5,14.3,18000000,0.0,-1,5.3,22.0,106.0,1996,0.1448,en,2.464425
9.1,0.0,12000000,41205099.0,3.43375825,6.5,767.0,92.0,1996,0.1257,en,9.592265
57.1,20.0,24000000,182016617.0,7.5840257083,7.3,397.0,135.0,1995,0.4027,en,5.951077
50.0,100.0,0,0.0,-1,5.1,5.0,104.0,1994,0.8493,de,1.015068
14.3,0.0,0,34327391.0,-1,6.5,93.0,100.0,1996,0.1257,en,6.902423
47.4,-1,0,0.0,-1,7.0,2.0,95.0,1995,0.9342,en,0.976707
12.5,0.0,0,0.0,-1,0.0,0.0,110.0,1995,0.3808,en,0.001346
3.3,4.0,72000000,210000000.0,2.9166666667,7.7,3404.0,177.0,1995,0.3918,en,20.755149
27.3,27.3,1300000,28262574.0,21.7404415385,8.1,2632.0,114.0,1976,0.1011,en,14.092713
25.0,0.0,7500000,32392047.0,4.3189396,6.5,245.0,91.0,1995,0.0795,cn,12.314278
30.8,0.0,35000000,0.0,-1,5.8,37.0,108.0,1996,0.1448,en,2.938293
60.0,14.3,0,0.0,-1,7.5,2.0,114.0,1995,0.6986,en,0.372697
20.0,33.3,13365000,0.0,-1,7.0,23.0,106.0,1995,0.0822,en,1.254885
50.0,-1,0,1.0,-1,7.3,4.0,117.0,1995,0.4329,en,0.243986
23.1,50.0,0,0.0,-1,6.9,19.0,99.0,1995,0.0521,en,6.178497
50.0,25.0,0,0.0,-1,5.4,11.0,92.0,1996,0.1831,en,2.891918
33.3,0.0,25000000,6278139.0,0.25112556,5.1,7.0,113.0,1995,0.7425,en,1.522412
30.0,0.0,0,0.0,-1,5.2,21.0,100.0,1996,0.2213,en,1.317878
0.0,0.0,0,0.0,-1,7.0,7.0,90.0,1992,0.929,en,0.86539
50.0,0.0,40000000,70100000.0,1.7525,5.4,139.0,117.0,1992,0.4945,en,6.506983
60.0,0.0,0,0.0,-1,7.9,249.0,102.0,1994,0.5315,cn,6.778979
18.2,-1,0,0.0,-1,6.8,29.0,113.0,1995,0.7205,it,1.702639
50.0,45.5,7000000,14702438.0,2.1003482857,6.3,66.0,92.0,1996,0.2213,en,5.579088
38.5,15.4,17000000,0.0,-1,4.4,105.0,95.0,1994,0.8164,en,6.252377
100.0,-1,0,0.0,-1,4.3,3.0,116.0,1994,0.7452,ar,0.406754
-1,-1,0,0.0,-1,0.0,0.0,87.0,1995,0.0,en,0.001178
37.5,35.7,0,0.0,-1,7.0,2.0,95.0,1996,0.1066,en,0.699066
66.7,62.5,0,0.0,-1,5.6,9.0,99.0,1995,0.0,en,2.197439
16.7,0.0,0,0.0,-1,5.4,4.0,101.0,1995,0.8904,it,0.637554
21.1,0.0,50000000,9851610.0,0.1970322,5.1,45.0,95.0,1995,0.7808,en,11.418917
0.0,0.0,0,0.0,-1,5.5,1.0,102.0,1995,0.6219,es,0.291021
0.0,-1,0,0.0,-1,0.0,0.0,87.0,1995,0.5808,en,0.001838
12.8,26.3,0,0.0,-1,5.6,110.0,92.0,1996,0.1639,en,5.184977
100.0,100.0,0,0.0,-1,6.5,2.0,97.0,1995,0.6849,en,0.276401
50.0,0.0,0,209935.0,-1,3.8,2.0,86.0,1995,0.7041,en,0.540436
54.5,33.3,0,0.0,-1,7.2,5.0,91.0,1995,0.6411,en,0.370342
-1,-1,0,0.0,-1,0.0,0.0,122.0,1995,0.5808,en,0.001205
36.4,16.7,60000000,0.0,-1,5.9,51.0,119.0,1996,0.1639,en,3.402749
30.0,20.0,31000000,185260553.0,5.976146871,6.7,303.0,117.0,1996,0.1831,en,6.49968
20.0,0.0,0,0.0,-1,7.0,2.0,125.0,1995,0.7781,en,0.918504
66.7,0.0,0,0.0,-1,6.3,23.0,98.0,1995,0.6027,en,2.039196
33.3,17.6,19000000,141407024.0,7.4424749474,6.5,1729.0,118.0,1995,0.263,en,9.262184
25.0,0.0,0,0.0,-1,5.0,31.0,81.0,1995,0.6466,en,2.375865
22.2,40.0,0,0.0,-1,7.2,472.0,102.0,1995,0.3014,en,7.415144
37.5,38.5,4000000,851545.0,0.21288625,6.0,11.0,113.0,1995,0.5507,en,0.922958
50.0,22.2,0,0.0,-1,6.5,21.0,105.0,1994,0.5918,en,1.759012
24.0,25.8,52000000,355237933.0,6.8314987115,7.3,1637.0,140.0,1995,0.4932,en,18.761467
33.3,0.0,28000000,31596911.0,1.1284611071,6.5,151.0,139.0,1995,0.2795,en,10.193549
50.0,0.0,0,0.0,-1,6.4,46.0,82.0,1995,0.0247,en,3.137285
26.7,27.6,100000000,336529144.0,3.36529144,5.2,1529.0,121.0,1995,0.4548,en,13.321354
30.8,0.0,0,0.0,-1,7.3,163.0,101.0,1967,0.3918,fr,10.142662
50.0,15.4,0,0.0,-1,6.4,21.0,100.0,1995,0.3918,en,2.04189
31.6,14.3,2000000,1275000.0,0.6375,6.8,28.0,83.0,1995,0.7041,en,11.528147
6.7,33.3,11000000,178104.0,0.0161912727,5.9,57.0,91.0,1995,0.4329,en,5.391556
20.8,41.2,50000000,287928194.0,5.75856388,6.0,1045.0,100.0,1995,0.3973,en,12.812539
6.9,0.0,25000000,13071518.0,0.52286072,6.8,69.0,128.0,1995,0.7041,en,4.558992
22.2,22.2,50000000,152022101.0,3.04044202,5.0,214.0,109.0,1995,0.4356,en,7.260574
0.0,4.5,53000000,157387195.0,2.969569717,7.0,508.0,116.0,1995,0.3589,en,8.657365
33.3,40.0,0,3174695.0,-1,7.6,71.0,119.0,1994,0.6904,en,3.620388
16.7,16.7,7000000,25405445.0,3.6293492857,6.8,898.0,104.0,1995,0.6466,en,6.950458
18.2,33.3,27000000,16140822.0,0.5978082222,6.3,88.0,102.0,1995,0.7041,en,4.646132
25.0,4.8,90000000,366101666.0,4.0677962889,6.9,2094.0,128.0,1995,0.3781,en,15.138855
30.0,27.3,0,0.0,-1,5.6,57.0,80.0,1995,0.8192,en,7.120806
33.3,20.0,0,0.0,-1,0.0,0.0,116.0,1995,0.7781,en,0.523575
18.2,16.7,55000000,127600435.0,2.3200079091,5.9,319.0,134.0,1995,0.5123,en,15.178338
30.0,42.9,0,0.0,-1,5.5,130.0,95.0,1995,0.5452,en,7.575098
15.8,25.0,20000000,7563728.0,0.3781864,6.2,406.0,107.0,1995,0.7014,en,14.810519
50.0,16.7,0,0.0,-1,6.5,19.0,92.0,1995,0.6274,en,3.196456
20.0,0.0,25000000,19075720.0,0.7630288,5.5,380.0,97.0,1995,0.3973,en,11.715868
17.6,7.1,90000000,113493481.0,1.2610386778,5.4,643.0,96.0,1995,0.4932,en,8.184815
31.2,50.0,0,17014653.0,-1,4.0,34.0,88.0,1995,0.2767,en,3.676921
33.3,0.0,1500000,7412216.0,4.9414773333,6.8,280.0,91.0,1995,0.5699,en,4.877872
33.3,0.0,500000,1148752.0,2.297504,7.2,64.0,89.0,1995,0.0521,en,10.058329
35.3,0.0,0,0.0,-1,5.9,87.0,119.0,1995,0.6466,en,4.102409
30.0,0.0,0,0.0,-1,7.0,7.0,100.0,1993,0.3808,en,0.354014
36.4,50.0,0,15453274.0,-1,5.5,27.0,95.0,1995,0.3973,en,2.624771
27.8,0.0,6000000,2122561.0,0.3537601667,6.8,400.0,94.0,1995,0.8,en,8.25547
30.0,9.1,15000000,66000000.0,4.4,5.2,153.0,92.0,1995,0.4932,en,7.024227
85.7,0.0,0,0.0,-1,5.6,10.0,100.0,1995,0.7425,en,1.01115
0.0,0.0,2,1.0,0.5,6.4,36.0,95.0,1995,0.7397,en,2.466066
33.3,27.3,0,0.0,-1,5.9,12.0,93.0,1994,0.6986,en,7.720056
25.0,0.0,22000000,110627965.0,5.0285438636,5.6,359.0,114.0,1995,0.5699,en,13.304342
60.0,20.8,0,69660733.0,-1,5.5,171.0,103.0,1995,0.526,en,8.482834
28.6,66.7,150000,472370.0,3.1491333333,5.8,14.0,94.0,1995,0.4356,en,1.165039
28.6,0.0,8,16.0,2.0,6.4,139.0,98.0,1995,0.6658,en,10.187623
33.3,25.0,0,0.0,-1,10.0,1.0,91.0,1995,0.8767,en,0.119713
54.5,28.6,0,0.0,-1,7.2,62.0,119.0,1995,0.474,en,8.180047
44.4,0.0,50000000,10382407.0,0.20764814,5.5,111.0,135.0,1995,0.7808,en,6.752119
0.0,-1,0,0.0,-1,5.3,2.0,93.0,1995,0.6466,en,0.159596
50.0,12.5,45000000,20350754.0,0.4522389778,4.9,261.0,128.0,1995,0.7233,en,17.502375
23.1,25.0,7000000,8349430.0,1.1927757143,7.2,115.0,112.0,1995,0.4356,en,5.552946
63.6,60.0,0,50892160.0,-1,5.7,60.0,106.0,1995,0.589,en,3.743212
37.7,14.6,35000000,113374103.0,3.2392600857,5.5,457.0,108.0,1995,0.5123,en,13.492845
33.3,0.0,0,0.0,-1,6.6,6.0,109.0,1995,0.7041,en,0.913522
28.6,42.9,42000000,7959291.0,0.1895069286,6.8,334.0,145.0,1995,0.7808,en,11.223055
40.0,0.0,0,0.0,-1,7.6,119.0,91.0,1964,0.1339,fr,8.133881
56.2,33.3,14000000,5780000.0,0.4128571429,4.6,9.0,99.0,1995,0.6849,en,1.820419
27.8,60.0,0,7025496.0,-1,6.1,18.0,115.0,1995,0.8192,en,11.002046
22.2,33.3,0,339889.0,-1,6.5,112.0,111.0,1995,0.8356,en,4.546552
40.0,38.5,0,47774193.0,-1,6.3,117.0,105.0,1995,0.6822,en,7.653446
27.3,7.7,60000000,104324083.0,1.7387347167,5.6,217.0,100.0,1995,0.5288,en,7.490247
25.0,50.0,0,0.0,-1,6.4,9.0,93.0,1995,0.7041,en,2.881689
66.7,0.0,0,0.0,-1,6.0,6.0,73.0,1995,0.6082,en,0.786023
50.0,17.9,20000000,50012507.0,2.50062535,6.5,168.0,103.0,1995,0.6082,en,9.715639
23.1,12.9,175000000,264218220.0,1.5098184,5.9,1017.0,135.0,1995,0.5699,en,16.885184
40.0,-1,8000000,0.0,-1,5.1,25.0,89.0,1995,0.9151,en,1.834099
36.4,0.0,30000000,0.0,-1,5.9,27.0,98.0,1995,0.9151,en,8.922139
22.2,0.0,0,0.0,-1,6.0,11.0,97.0,1994,0.7781,en,3.727644
12.5,0.0,0,0.0,-1,4.9,29.0,90.0,1995,0.589,en,3.287036
40.0,0.0,2800000,2616503.0,0.9344653571,6.7,35.0,135.0,1994,0.3288,ru,2.486073
30.0,33.3,0,763847.0,-1,7.7,45.0,113.0,1994,0.4356,en,3.525649
42.9,57.1,2500000,5535405.0,2.214162,7.7,984.0,105.0,1995,0.0712,en,11.304979
21.4,27.8,10000000,26488734.0,2.6488734,6.2,464.0,89.0,1995,0.1096,en,6.638116
28.6,0.0,0,0.0,-1,4.7,27.0,90.0,1995,0.7918,en,2.761837
50.0,0.0,21000000,23450000.0,1.1166666667,6.3,48.0,115.0,1995,0.0904,en,3.030309
28.6,0.0,0,0.0,-1,7.2,58.0,97.0,1995,0.3014,en,2.686342
40.0,0.0,0,0.0,-1,5.8,40.0,95.0,1995,0.589,en,2.26977
25.0,21.4,0,0.0,-1,6.5,30.0,103.0,1995,0.2027,en,2.605521
0.0,0.0,27000,3151130.0,116.7085185185,7.4,769.0,92.0,1994,0.6986,en,10.513367
58.3,11.1,25000000,22200000.0,0.888,6.3,184.0,97.0,1994,0.7479,en,7.438934
50.0,0.0,55000000,214015089.0,3.8911834364,5.9,217.0,123.0,1994,0.937,en,11.812244
25.0,0.0,0,0.0,-1,2.5,1.0,0.0,1995,0.0,en,0.155859
12.5,7.7,45000000,0.0,-1,5.1,91.0,101.0,1994,0.9342,en,9.579155
20.0,0.0,0,0.0,-1,5.3,9.0,0.0,1995,0.3205,it,0.710671
50.0,46.2,0,0.0,-1,7.1,92.0,103.0,1994,0.337,en,5.484156
37.5,9.1,0,0.0,-1,7.1,183.0,132.0,1995,0.2247,en,5.8025
40.0,31.2,16000000,247275374.0,15.454710875,6.5,1894.0,107.0,1994,0.9562,en,9.844558
66.7,0.0,0,7294403.0,-1,7.5,76.0,123.0,1994,0.5863,zh,4.860016
21.4,0.0,0,0.0,-1,6.5,64.0,103.0,1994,0.7288,en,5.378467
57.1,53.8,0,6841570.0,-1,4.3,28.0,113.0,1994,0.7836,en,4.322726
20.4,22.2,18000000,5887457.0,0.3270809444,7.3,639.0,127.0,1994,0.737,en,11.720358
42.9,14.3,0,0.0,-1,6.2,179.0,111.0,1995,0.3397,en,9.146544
40.0,0.0,0,0.0,-1,6.1,38.0,101.0,1995,0.3781,en,16.236745
37.5,-1,0,0.0,-1,5.6,27.0,87.0,1995,0.0329,en,2.657337
26.7,0.0,0,35348597.0,-1,6.7,404.0,78.0,1995,0.263,en,10.177977
40.0,0.0,15000000,12201255.0,0.813417,5.0,24.0,103.0,1995,0.1671,en,8.182165
23.1,33.3,0,0.0,-1,6.6,48.0,96.0,1995,0.4164,en,4.953936
66.7,33.3,0,0.0,-1,5.9,20.0,111.0,1994,0.9315,fr,8.935058
0.0,-1,0,3992809.0,-1,3.0,4.0,90.0,1995,0.3589,en,0.398924
-1,-1,0,0.0,-1,5.0,2.0,77.0,1995,0.9151,en,0.090452
18.2,14.3,0,0.0,-1,5.4,9.0,109.0,1994,0.7068,en,1.012197
0.0,0.0,700000,7830611.0,11.1865871429,7.7,91.0,171.0,1994,0.6959,en,9.47666
60.0,12.5,5000000,3049135.0,0.609827,6.9,299.0,99.0,1994,0.6685,en,9.438042
25.0,0.0,10500000,26325256.0,2.5071672381,6.0,17.0,113.0,1995,0.0137,en,2.688562
33.3,0.0,120,0.0,-1,6.9,90.0,121.0,1994,0.9562,en,7.983666
8.3,0.0,0,17689177.0,-1,6.0,97.0,100.0,1995,0.1288,en,9.546707
42.9,0.0,0,0.0,-1,6.0,25.0,106.0,1995,0.1479,en,2.756986
9.1,20.0,25000000,0.0,-1,5.9,112.0,100.0,1994,0.9781,en,5.146352
46.2,38.5,60000000,223664608.0,3.7277434667,7.2,1558.0,123.0,1994,0.8603,en,11.970205
41.7,33.3,14000000,2474000.0,0.1767142857,5.2,10.0,139.0,1995,0.2438,en,1.596058
12.5,-1,0,0.0,-1,4.8,10.0,82.0,1995,0.0904,en,0.748846
48.0,25.0,60000000,37000000.0,0.6166666667,4.7,381.0,109.0,1994,0.8904,en,6.710215
67.5,33.3,0,0.0,-1,6.0,124.0,102.0,1995,0.1288,en,9.195256
33.3,0.0,0,0.0,-1,4.3,40.0,89.0,1995,0.6082,en,5.874511
20.0,0.0,40000000,0.0,-1,5.7,83.0,101.0,1995,0.3014,en,7.797512
6.0,16.7,11000000,775398007.0,70.4907279091,8.1,6778.0,121.0,1977,0.3945,en,42.149697
60.0,61.5,18000000,0.0,-1,7.0,222.0,115.0,1994,0.9699,en,9.774994
87.5,16.7,17000000,0.0,-1,7.4,207.0,97.0,1995,0.3534,en,7.731725
25.0,33.3,0,0.0,-1,7.4,14.0,101.0,1994,0.1315,en,0.84508
50.0,0.0,10000000,0.0,-1,6.6,22.0,100.0,1994,0.126,fr,1.948315
60.0,50.0,2000000,21665468.0,10.832734,6.6,70.0,105.0,1992,0.2896,es,4.126083
25.0,25.0,30000000,160638883.0,5.3546294333,7.2,636.0,133.0,1994,0.9562,en,12.199047
9.1,0.0,0,0.0,-1,6.1,164.0,95.0,1995,0.2247,en,9.253362
28.6,25.0,0,0.0,-1,6.4,31.0,98.0,1994,0.8192,en,1.861292
33.3,57.1,0,0.0,-1,5.7,9.0,92.0,1994,0.4329,en,1.788829
41.2,22.2,60000000,0.0,-1,4.3,11.0,108.0,1994,0.8027,en,3.290192
55.6,50.0,17000000,7603766.0,0.4472803529,6.4,28.0,106.0,1995,0.2055,en,7.698526
23.5,0.0,0,0.0,-1,6.7,67.0,107.0,1994,0.989,en,4.81307
25.0,16.7,45000000,112006296.0,2.4890288,6.1,272.0,123.0,1994,0.8411,en,14.287753
8.3,0.0,0,0.0,-1,5.1,40.0,96.0,1995,0.1671,en,2.558118
42.9,28.6,15000000,0.0,-1,5.2,37.0,97.0,1994,0.9699,en,2.899608
22.2,25.0,0,18137661.0,-1,5.6,49.0,108.0,1994,0.663,en,3.770115
44.4,0.0,0,46264384.0,-1,6.4,199.0,114.0,1994,0.8795,en,5.831622
40.0,0.0,6,5.0,0.8333333333,5.6,7.0,95.0,1995,0.0712,en,1.137266
42.9,0.0,5500000,0.0,-1,7.0,11.0,128.0,1995,0.3342,en,3.121288
33.3,0.0,0,17381942.0,-1,6.9,140.0,122.0,1995,0.0521,en,9.518564
33.3,23.1,0,0.0,-1,7.0,56.0,110.0,1994,0.9753,en,2.891269
20.0,27.3,31000000,106683817.0,3.4414134516,6.1,128.0,112.0,1994,0.9753,en,5.930957
14.3,0.0,0,0.0,-1,6.9,7.0,98.0,1995,0.2959,en,0.629955
10.0,0.0,0,0.0,-1,0.0,0.0,93.0,1993,0.6164,en,0.004537
33.3,0.0,4800000,0.0,-1,4.0,4.0,89.0,1994,0.3041,en,0.426952
60.0,0.0,0,0.0,-1,4.6,10.0,83.0,1995,0.7342,en,1.466491
40.0,0.0,0,0.0,-1,7.4,4.0,100.0,1995,0.1671,en,0.769522
23.5,17.6,34000000,50282766.0,1.4789048824,6.9,927.0,119.0,1994,0.6466,en,11.226856
37.5,20.0,0,0.0,-1,6.4,92.0,115.0,1994,0.7096,en,4.936761
22.2,0.0,0,2201126.0,-1,7.6,106.0,99.0,1994,0.6685,en,4.025276
60.0,100.0,0,0.0,-1,4.6,32.0,106.0,1996,0.041,en,6.448039
14.3,15.4,50000000,189859560.0,3.7971912,6.4,522.0,127.0,1995,0.1863,en,13.676444
13.3,20.0,16000000,45284974.0,2.830310875,8.2,4293.0,110.0,1994,0.7014,fr,20.477329
42.9,42.9,11000000,2832826.0,0.2575296364,6.6,9.0,113.0,1995,0.3589,en,1.433544
33.3,30.0,0,0.0,-1,7.0,2.0,94.0,1995,0.3205,en,0.463307
39.0,33.3,8000000,213928762.0,26.74109525,8.3,8670.0,154.0,1994,0.6904,en,140.950236
